StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Gender,Age,Residence,Edu,Income,EPP,EAP,EPI,EAI,Luck_fair,Talent_fair,Effort_fair,Luck_control,Talent_control,Effort_control,Redist_pref,Polpref,uid,Ex Ante Personal,Ex Ante Impersonal,Ex Post Personal,Ex Post Impersonal,Payment High worker,Payment Low worker,Redistribute
2017-11-22 17:08:06,2017-11-22 17:14:46,0,100,400,1,2017-11-22 17:14:47,R_vw1WmcX73LYI2PL,anonymous,EN,1,1,19,10,4,2,,,3,,10,5,0,0,6,10,2,3,196559991,0,0,0,1,5,5,3
2017-11-22 17:08:51,2017-11-22 17:14:48,0,100,357,1,2017-11-22 17:14:49,R_3PRJYmIKFowenA8,anonymous,EN,1,0,37,5,6,3,0,,,,5,4,6,6,4,7,2,4,196560221,0,0,1,0,8,2,0
2017-11-22 17:08:50,2017-11-22 17:14:48,0,100,357,1,2017-11-22 17:14:49,R_235OzKdAUDtMwql,anonymous,EN,1,1,20,33,2,1,,2,,,7,4,0,2,8,10,5,4,196560215,1,0,0,0,6,4,2
2017-11-22 17:10:20,2017-11-22 17:14:48,0,100,268,1,2017-11-22 17:14:49,R_1qfzh0VUIipP9tz,anonymous,EN,1,1,30,49,5,4,,3,,,5,3,4,4,7,8,4,2,196560595,1,0,0,0,5,5,3
2017-11-22 17:11:04,2017-11-22 17:14:53,0,100,229,1,2017-11-22 17:14:55,R_1P0hJzqD4ZrsjDY,anonymous,EN,1,0,40,1,4,3,,,,0,3,0,0,0,10,10,2,4,196560765,0,1,0,0,8,2,0
2017-11-22 17:09:08,2017-11-22 17:14:55,0,100,346,1,2017-11-22 17:14:55,R_23dhSlYN0l6soFl,anonymous,EN,1,0,63,25,3,2,,,,3,9,3,1,2,9,8,1,3,196560297,0,1,0,0,5,5,3
2017-11-22 17:13:23,2017-11-22 17:15:00,0,100,97,1,2017-11-22 17:15:01,R_YWWLQ1fHp8vzo1r,anonymous,EN,1,0,84,10,4,3,,,,2,5,5,5,6,4,6,3,5,196561325,0,1,0,0,6,4,2
2017-11-22 17:05:42,2017-11-22 17:15:06,0,100,563,1,2017-11-22 17:15:07,R_2SltFmmrPMwrOXU,anonymous,EN,1,1,57,11,2,1,,,0,,10,10,1,1,10,7,2,3,196559237,0,0,0,1,8,2,0
2017-11-22 17:10:20,2017-11-22 17:15:10,0,100,289,1,2017-11-22 17:15:10,R_3RdrWKUPDSUD2ZR,anonymous,EN,1,1,70,30,3,3,,,3,,10,0,0,7,10,10,5,2,196560605,0,0,0,1,5,5,3
2017-11-22 17:12:14,2017-11-22 17:15:16,0,100,182,1,2017-11-22 17:15:17,R_W378H6LRtw2TBzr,anonymous,EN,1,1,66,27,6,3,,,,3,7,3,2,3,8,8,5,3,196561041,0,1,0,0,5,5,3
2017-11-22 17:11:22,2017-11-22 17:15:20,0,100,237,1,2017-11-22 17:15:20,R_1ILBhZbCeI5Ag74,anonymous,EN,1,0,68,5,2,2,,0,,,2,2,5,5,2,2,4,3,196560841,1,0,0,0,8,2,0
2017-11-22 17:05:58,2017-11-22 17:15:19,0,100,561,1,2017-11-22 17:15:20,R_3EKaqkiirJdWOTn,anonymous,EN,1,1,35,11,3,4,0,,,,1,1,1,5,5,5,3,3,196559305,0,0,1,0,8,2,0
2017-11-22 17:10:33,2017-11-22 17:15:23,0,100,290,1,2017-11-22 17:15:24,R_29sOxyMoeV90NXn,anonymous,EN,1,1,45,36,2,1,,0,,,10,10,0,0,10,10,1,3,196560647,1,0,0,0,8,2,0
2017-11-22 17:08:20,2017-11-22 17:15:23,0,100,422,1,2017-11-22 17:15:23,R_XFF3YZOVnJStj3P,anonymous,EN,1,1,33,42,3,1,,,3,,10,5,3,0,10,10,4,3,196560077,0,0,0,1,5,5,3
2017-11-22 17:10:50,2017-11-22 17:15:34,0,100,284,1,2017-11-22 17:15:35,R_AGov259CadIia0p,anonymous,EN,1,0,18,10,5,1,,0,,,9,7,7,8,3,3,1,3,196560723,1,0,0,0,8,2,0
2017-11-22 17:13:01,2017-11-22 17:15:39,0,100,158,1,2017-11-22 17:15:40,R_DCTjKA7S39rnbiN,anonymous,EN,1,0,27,45,3,2,0,,,,8,0,8,10,10,6,2,2,196561245,0,0,1,0,8,2,0
2017-11-22 17:11:08,2017-11-22 17:15:45,0,100,277,1,2017-11-22 17:15:46,R_1k2eCtocvVO99xN,anonymous,EN,1,1,80,39,3,2,3,,,,9,2,4,2,3,8,4,3,196560789,0,0,1,0,5,5,3
2017-11-22 17:07:59,2017-11-22 17:15:55,0,100,475,1,2017-11-22 17:15:55,R_56j5AfaCRwptvgd,anonymous,EN,1,1,32,44,3,1,,0,,,4,4,0,0,4,10,1,3,196559963,1,0,0,0,8,2,0
2017-11-22 17:07:28,2017-11-22 17:16:03,0,100,515,1,2017-11-22 17:16:04,R_2QxIil3blI0XRWo,anonymous,EN,1,1,37,46,2,3,,0,,,10,2,0,0,10,10,4,3,196559771,1,0,0,0,8,2,0
2017-11-22 17:06:28,2017-11-22 17:16:12,0,100,584,1,2017-11-22 17:16:13,R_22zh8UyI7LPyst3,anonymous,EN,1,1,23,39,2,1,3,,,,10,10,0,0,4,0,3,3,196559467,0,0,1,0,5,5,3
2017-11-22 17:11:37,2017-11-22 17:16:14,0,100,277,1,2017-11-22 17:16:15,R_23TWW7AeFrIQrHu,anonymous,EN,1,1,18,26,2,2,,,3,,10,7,0,5,5,5,3,3,196560905,0,0,0,1,5,5,3
2017-11-22 17:07:27,2017-11-22 17:16:27,0,100,539,1,2017-11-22 17:16:28,R_12lnUcOOvU0Vomn,anonymous,EN,1,1,45,22,5,4,,,4,,6,2,3,2,8,9,5,3,196559773,0,0,0,1,4,6,4
2017-11-22 17:13:34,2017-11-22 17:16:37,0,100,182,1,2017-11-22 17:16:38,R_2anIfCKA4sYZzQC,anonymous,EN,1,1,68,41,5,3,2,,,,10,0,0,0,10,10,2,3,196561369,0,0,1,0,6,4,2
2017-11-22 17:08:14,2017-11-22 17:16:47,0,100,512,1,2017-11-22 17:16:47,R_2DXCbiSNLCN1PMG,anonymous,EN,1,0,31,33,5,3,,,,0,9,9,9,6,2,1,2,3,196560045,0,1,0,0,8,2,0
2017-11-22 17:11:36,2017-11-22 17:16:50,0,100,314,1,2017-11-22 17:16:51,R_2D65iDCDm8MjOsl,anonymous,EN,1,1,33,5,1,1,2,,,,5,5,5,5,5,5,3,3,196560671,0,0,1,0,6,4,2
2017-11-22 17:13:17,2017-11-22 17:16:53,0,100,215,1,2017-11-22 17:16:53,R_3nvhItLuSz3bZbZ,anonymous,EN,1,0,18,3,2,2,,,,3,10,2,1,8,5,5,2,3,196561307,0,1,0,0,5,5,3
2017-11-22 17:12:37,2017-11-22 17:17:07,0,100,269,1,2017-11-22 17:17:08,R_3RyBxA2TAPUeoYe,anonymous,EN,1,1,30,11,5,1,,3,,,10,0,5,0,0,10,3,3,196561143,1,0,0,0,5,5,3
2017-11-22 17:12:53,2017-11-22 17:17:17,0,100,263,1,2017-11-22 17:17:17,R_d5ax0Bmwvn3KPN7,anonymous,EN,1,0,72,15,1,2,,0,,,7,1,1,1,5,10,4,4,196561213,1,0,0,0,8,2,0
2017-11-22 17:16:36,2017-11-22 17:17:36,0,100,59,1,2017-11-22 17:17:37,R_2WA4AEHB6vLsk4O,anonymous,EN,1,1,18,6,2,2,,,2,,4,7,2,2,2,3,3,4,196562003,0,0,0,1,6,4,2
2017-11-22 17:13:49,2017-11-22 17:17:43,0,100,233,1,2017-11-22 17:17:43,R_1QL20qOxW1OMI12,anonymous,EN,1,0,56,45,2,1,,0,,,10,0,1,0,10,10,2,3,196561421,1,0,0,0,8,2,0
2017-11-22 17:15:18,2017-11-22 17:17:47,0,100,149,1,2017-11-22 17:17:48,R_qR4gVqTB1qvuDC1,anonymous,EN,1,0,68,33,5,3,,3,,,9,0,0,7,8,10,2,3,196561733,1,0,0,0,5,5,3
2017-11-22 17:15:07,2017-11-22 17:17:49,0,100,162,1,2017-11-22 17:17:50,R_1GVrmDGEzyiI8iE,anonymous,EN,1,1,26,14,5,4,3,,,,6,6,6,3,6,6,2,1,196561701,0,0,1,0,5,5,3
2017-11-22 17:08:03,2017-11-22 17:18:05,0,100,601,1,2017-11-22 17:18:05,R_1Gw6A9aZaXXuzZp,anonymous,EN,1,1,53,48,2,2,,,,2,10,5,6,5,7,6,1,3,196559985,0,1,0,0,6,4,2
2017-11-22 17:19:03,2017-11-22 17:19:08,0,100,4,1,2017-11-22 17:19:08,R_1OTDyNOXDGaXNHf,anonymous,EN,2,,,,,,,,,,,,,,,,,,196562611,,,,,,,
2017-11-22 17:14:22,2017-11-22 17:19:24,0,100,302,1,2017-11-22 17:19:25,R_3Jy288sIvAYZShV,anonymous,EN,1,1,23,42,4,2,,,,3,10,0,0,6,10,10,5,3,196561511,0,1,0,0,5,5,3
2017-11-22 17:18:14,2017-11-22 17:19:27,0,100,73,1,2017-11-22 17:19:28,R_87hJfnyAZI8jJcd,anonymous,EN,1,1,43,48,3,2,1,,,,3,3,4,4,2,4,2,3,196562347,0,0,1,0,7,3,1
2017-11-22 17:10:26,2017-11-22 17:19:29,0,100,542,1,2017-11-22 17:19:30,R_3qjovBGHX8VqARa,anonymous,EN,1,1,41,45,2,1,,3,,,10,6,9,1,9,3,5,2,196560629,1,0,0,0,5,5,3
2017-11-22 17:19:26,2017-11-22 17:19:30,0,100,4,1,2017-11-22 17:19:31,R_2ANHuvMQqb0eHLu,anonymous,EN,2,,,,,,,,,,,,,,,,,,196562733,,,,,,,
2017-11-22 17:18:36,2017-11-22 17:19:38,0,100,62,1,2017-11-22 17:19:39,R_2XnGf92q9KrPQKm,anonymous,EN,1,0,21,3,3,4,,,3,,9,3,2,6,7,8,1,1,196562479,0,0,0,1,5,5,3
2017-11-22 17:18:34,2017-11-22 17:19:41,0,100,66,1,2017-11-22 17:19:41,R_xz4C1deOtzChhT3,anonymous,EN,1,0,29,34,5,2,2,,,,8,6,8,7,8,7,1,1,196562457,0,0,1,0,6,4,2
2017-11-22 17:19:31,2017-11-22 17:19:42,0,100,10,1,2017-11-22 17:19:42,R_1JL0Bd9JRm3L69U,anonymous,EN,2,,,,,,,,,,,,,,,,,,196562741,,,,,,,
2017-11-22 17:18:24,2017-11-22 17:19:52,0,100,87,1,2017-11-22 17:19:52,R_beXb5qYSSuuh5lf,anonymous,EN,1,1,20,42,8,5,,,6,,2,1,3,3,5,4,2,4,196562407,0,0,0,1,2,8,6
2017-11-22 17:11:58,2017-11-22 17:20:00,0,100,482,1,2017-11-22 17:20:01,R_2D6tNrvCpCWJzf6,anonymous,EN,1,1,67,24,5,3,3,,,,10,2,1,0,3,10,2,2,196560989,0,0,1,0,5,5,3
2017-11-22 17:18:44,2017-11-22 17:20:01,0,100,76,1,2017-11-22 17:20:02,R_1FfvFdreQ3TeX25,anonymous,EN,1,1,22,5,3,1,,,2,,2,3,2,4,3,4,3,2,196562523,0,0,0,1,6,4,2
2017-11-22 17:16:08,2017-11-22 17:20:09,0,100,241,1,2017-11-22 17:20:10,R_zTnPJ3EjeDFoFrP,anonymous,EN,1,1,83,33,3,3,,3,,,8,1,1,1,8,9,2,2,196561931,1,0,0,0,5,5,3
2017-11-22 17:18:46,2017-11-22 17:20:22,0,100,96,1,2017-11-22 17:20:23,R_2roJqzZtjOQDS1F,anonymous,EN,1,1,21,23,5,3,,2,,,2,5,8,4,3,7,2,2,196562531,1,0,0,0,6,4,2
2017-11-22 17:18:45,2017-11-22 17:20:24,0,100,98,1,2017-11-22 17:20:24,R_3hFIWPnzWj1Y8Mq,anonymous,EN,1,1,54,33,6,3,2,,,,10,10,5,4,3,3,2,2,196562527,0,0,1,0,6,4,2
2017-11-22 17:18:36,2017-11-22 17:20:25,0,100,108,1,2017-11-22 17:20:25,R_3oBbmsIbb7Aebij,anonymous,EN,1,0,24,10,3,1,,3,,,9,8,9,8,9,8,2,3,196562467,1,0,0,0,5,5,3
2017-11-22 17:18:54,2017-11-22 17:20:25,0,100,90,1,2017-11-22 17:20:25,R_1Q4vQ0mt1XPR3yv,anonymous,EN,1,1,22,45,3,3,,,3,,2,3,0,2,1,3,3,3,196562581,0,0,0,1,5,5,3
2017-11-22 17:20:09,2017-11-22 17:20:27,0,100,18,1,2017-11-22 17:20:28,R_5mA5NpkCACnw8uZ,anonymous,EN,2,,,,,,,,,,,,,,,,,,196562995,,,,,,,
2017-11-22 17:20:24,2017-11-22 17:20:28,0,100,4,1,2017-11-22 17:20:29,R_2OJfio1xTfO6QOQ,anonymous,EN,2,,,,,,,,,,,,,,,,,,196563095,,,,,,,
2017-11-22 17:19:32,2017-11-22 17:20:32,0,100,59,1,2017-11-22 17:20:32,R_2E3PIYPHuvliFqZ,anonymous,EN,1,1,33,5,5,5,,,,5,4,2,8,4,2,8,3,3,196562759,0,1,0,0,3,7,5
2017-11-22 17:18:42,2017-11-22 17:20:36,0,100,113,1,2017-11-22 17:20:37,R_1N3cDogn4tQb5xH,anonymous,EN,1,1,37,11,4,2,,6,,,10,0,0,10,10,10,2,3,196562513,1,0,0,0,2,8,6
2017-11-22 17:18:54,2017-11-22 17:20:38,0,100,104,1,2017-11-22 17:20:39,R_3EnhXmQUu8qtItv,anonymous,EN,1,1,57,33,5,4,,,,2,4,4,4,3,6,4,3,2,196562579,0,1,0,0,6,4,2
2017-11-22 17:18:06,2017-11-22 17:20:42,0,100,156,1,2017-11-22 17:20:43,R_2f0w5M4mag2cI6l,anonymous,EN,1,1,38,10,2,1,,,,3,5,3,1,5,5,7,3,3,196562315,0,1,0,0,5,5,3
2017-11-22 17:16:07,2017-11-22 17:20:43,0,100,275,1,2017-11-22 17:20:44,R_3qkZoiJUZ8b28Pm,anonymous,EN,1,1,36,15,6,4,,,0,,6,0,5,7,9,10,5,3,196561929,0,0,0,1,8,2,0
2017-11-22 17:18:39,2017-11-22 17:20:47,0,100,127,1,2017-11-22 17:20:48,R_2Vm9hSMAQOpg1nH,anonymous,EN,1,0,34,10,7,4,,,3,,0,1,0,9,8,9,1,1,196562497,0,0,0,1,5,5,3
2017-11-22 17:18:50,2017-11-22 17:20:49,0,100,118,1,2017-11-22 17:20:50,R_2zYesixBb5NaaHr,anonymous,EN,1,1,25,21,5,3,,3,,,10,10,10,0,7,8,1,1,196562561,1,0,0,0,5,5,3
2017-11-22 17:20:04,2017-11-22 17:20:50,0,100,45,1,2017-11-22 17:20:50,R_1ZYkj3fePAQo0Y9,anonymous,EN,2,,,,,,,,,,,,,,,,,,196562957,,,,,,,
2017-11-22 17:19:56,2017-11-22 17:20:51,0,100,55,1,2017-11-22 17:20:52,R_3COx7VVVQ5Ha5XB,anonymous,EN,1,0,29,31,5,3,,,0,,9,8,7,9,10,7,5,5,196562907,0,0,0,1,8,2,0
2017-11-22 17:12:10,2017-11-22 17:20:59,0,100,528,1,2017-11-22 17:20:59,R_3sixsm4zp1raGv4,anonymous,EN,1,1,51,50,2,1,6,,,,8,1,1,1,9,9,2,3,196561025,0,0,1,0,2,8,6
2017-11-22 17:18:44,2017-11-22 17:21:02,0,100,138,1,2017-11-22 17:21:03,R_3D55GKwHiLmdKGO,anonymous,EN,1,1,33,26,4,1,3,,,,10,10,10,1,10,10,1,3,196562517,0,0,1,0,5,5,3
2017-11-22 17:18:22,2017-11-22 17:21:03,0,100,160,1,2017-11-22 17:21:04,R_1HnobskCE8wtX6O,anonymous,EN,1,0,62,8,5,2,,,5,,10,10,10,10,0,10,4,2,196562395,0,0,0,1,3,7,5
2017-11-22 17:18:34,2017-11-22 17:21:04,0,100,150,1,2017-11-22 17:21:05,R_d5o8K5eH5mXRRTz,anonymous,EN,1,1,24,5,3,4,,,,0,6,3,0,2,8,10,4,3,196562451,0,1,0,0,8,2,0
2017-11-22 17:16:22,2017-11-22 17:21:06,0,100,283,1,2017-11-22 17:21:07,R_D2EyFMjgEOVTH0d,anonymous,EN,1,1,59,42,2,3,3,,,,10,5,0,8,10,10,2,3,196561971,0,0,1,0,5,5,3
2017-11-22 17:18:58,2017-11-22 17:21:07,0,100,129,1,2017-11-22 17:21:08,R_2R2DTwQ2ZckRRrS,anonymous,EN,1,0,38,7,5,3,,0,,,8,6,8,9,6,8,5,4,196562595,1,0,0,0,8,2,0
2017-11-22 17:19:02,2017-11-22 17:21:06,0,100,124,1,2017-11-22 17:21:07,R_3JnmuMFKDzGEp6i,anonymous,EN,1,0,40,9,6,2,,,,0,8,2,2,2,2,8,3,3,196562607,0,1,0,0,8,2,0
2017-11-22 17:19:22,2017-11-22 17:21:06,0,100,104,1,2017-11-22 17:21:07,R_2Tq6vHjwwp5tKit,anonymous,EN,1,0,30,23,2,2,,,0,,5,10,0,3,4,3,1,1,196562713,0,0,0,1,8,2,0
2017-11-22 17:19:20,2017-11-22 17:21:09,0,100,108,1,2017-11-22 17:21:09,R_1OPrSAdq2lAcwcM,anonymous,EN,1,0,40,39,4,3,,,3,,5,10,10,4,5,10,2,2,196562709,0,0,0,1,5,5,3
2017-11-22 17:18:35,2017-11-22 17:21:15,0,100,159,1,2017-11-22 17:21:15,R_25sbZhHS8WWU2uO,anonymous,EN,1,1,36,23,6,3,,3,,,8,2,5,1,5,6,2,1,196562475,1,0,0,0,5,5,3
2017-11-22 17:19:44,2017-11-22 17:21:14,0,100,90,1,2017-11-22 17:21:15,R_2Ev2TxoiXPWZHmL,anonymous,EN,1,0,27,5,2,2,,,6,,0,0,0,0,0,0,1,3,196562823,0,0,0,1,2,8,6
2017-11-22 17:19:00,2017-11-22 17:21:17,0,100,137,1,2017-11-22 17:21:18,R_1OqQynbspnrbIh3,anonymous,EN,1,1,24,48,2,2,,,3,,8,1,0,2,7,10,2,2,196562603,0,0,0,1,5,5,3
2017-11-22 17:18:17,2017-11-22 17:21:17,0,100,179,1,2017-11-22 17:21:17,R_1eXFNcYnyhfhV6Y,anonymous,EN,1,0,44,49,8,4,,3,,,3,3,2,4,2,3,2,4,196562367,1,0,0,0,5,5,3
2017-11-22 17:19:56,2017-11-22 17:21:22,0,100,85,1,2017-11-22 17:21:23,R_2dj2ZLQwoP1bx3s,anonymous,EN,1,0,66,41,5,3,,,,0,2,8,7,3,8,8,2,3,196562909,0,1,0,0,8,2,0
2017-11-22 17:18:39,2017-11-22 17:21:24,0,100,165,1,2017-11-22 17:21:25,R_1Fyz3URMc2oG79K,anonymous,EN,1,0,75,5,3,1,0,,,,0,0,0,0,0,0,5,5,196562489,0,0,1,0,8,2,0
2017-11-22 17:17:47,2017-11-22 17:21:25,0,100,217,1,2017-11-22 17:21:25,R_2TH56skJnU259S9,anonymous,EN,1,0,74,34,4,2,,,0,,5,1,1,4,9,9,4,4,196562255,0,0,0,1,8,2,0
2017-11-22 17:18:21,2017-11-22 17:21:27,0,100,185,1,2017-11-22 17:21:28,R_dcz0fMbyyOIwtEJ,anonymous,EN,1,1,33,26,3,3,0,,,,10,3,5,3,4,8,4,2,196562383,0,0,1,0,8,2,0
2017-11-22 16:01:30,2017-11-22 17:21:28,0,100,4797,1,2017-11-22 17:21:29,R_2dSel1Ll3sZ5LJb,anonymous,EN,1,1,31,5,3,1,,3,,,3,2,3,9,5,2,3,2,196547197,1,0,0,0,5,5,3
2017-11-22 17:20:10,2017-11-22 17:21:29,0,100,78,1,2017-11-22 17:21:30,R_3EfHzpFOcyZVZ0f,anonymous,EN,1,1,21,50,2,1,,,,1,2,0,2,8,3,5,4,3,196563003,0,1,0,0,7,3,1
2017-11-22 17:18:25,2017-11-22 17:21:30,0,100,185,1,2017-11-22 17:21:31,R_QfsLsQqaGAE9a3T,anonymous,EN,1,0,28,33,5,4,,,1,,8,6,7,6,6,7,1,1,196562411,0,0,0,1,7,3,1
2017-11-22 17:18:28,2017-11-22 17:21:35,0,100,186,1,2017-11-22 17:21:35,R_398nr79iJAELoOd,anonymous,EN,1,1,30,15,2,3,,,3,,10,0,1,0,10,10,2,3,196562429,0,0,0,1,5,5,3
2017-11-22 17:19:49,2017-11-22 17:21:34,0,100,104,1,2017-11-22 17:21:34,R_1nVpWlymZ4PLE26,anonymous,EN,1,1,32,33,3,2,2,,,,7,2,2,8,2,2,2,2,196562875,0,0,1,0,6,4,2
2017-11-22 17:18:34,2017-11-22 17:21:34,0,100,179,1,2017-11-22 17:21:34,R_1mEJYuOt24kHSiv,anonymous,EN,1,1,53,33,5,5,,3,,,7,5,5,7,8,8,2,3,196562465,1,0,0,0,5,5,3
2017-11-22 17:18:09,2017-11-22 17:21:35,0,100,206,1,2017-11-22 17:21:35,R_2dz0Y8bzLnT2rop,anonymous,EN,1,1,34,10,5,2,,,6,,6,6,6,7,7,6,2,4,196562327,0,0,0,1,2,8,6
2017-11-22 17:19:49,2017-11-22 17:21:36,0,100,107,1,2017-11-22 17:21:37,R_2yqsWTpH3SFIj8O,anonymous,EN,1,1,30,6,5,4,,0,,,8,2,1,1,7,8,1,3,196562867,1,0,0,0,8,2,0
2017-11-22 17:18:32,2017-11-22 17:21:36,0,100,184,1,2017-11-22 17:21:37,R_3fCNAxmbrBA4qH8,anonymous,EN,1,0,56,34,4,3,,3,,,8,1,1,2,9,10,5,3,196562445,1,0,0,0,5,5,3
2017-11-22 17:19:58,2017-11-22 17:21:36,0,100,98,1,2017-11-22 17:21:37,R_3J92dZRI0bl7fBQ,anonymous,EN,1,1,26,26,6,1,,,,0,5,4,4,2,5,1,3,2,196562925,0,1,0,0,8,2,0
2017-11-22 17:18:25,2017-11-22 17:21:40,0,100,194,1,2017-11-22 17:21:41,R_1K7Lyc1c3Fyt40c,anonymous,EN,1,0,64,5,2,2,,,,0,5,2,4,2,8,6,3,3,196562417,0,1,0,0,8,2,0
2017-11-22 17:19:51,2017-11-22 17:21:44,0,100,113,1,2017-11-22 17:21:45,R_3shl4Is0ixgfR3r,anonymous,EN,1,1,33,5,3,3,,,3,,7,6,6,6,5,5,4,1,196562889,0,0,0,1,5,5,3
2017-11-22 17:19:36,2017-11-22 17:21:45,0,100,128,1,2017-11-22 17:21:46,R_6upeCOF3071DyX7,anonymous,EN,1,1,49,33,4,2,,,,2,4,5,9,7,6,4,3,3,196562791,0,1,0,0,6,4,2
2017-11-22 17:18:26,2017-11-22 17:21:46,0,100,199,1,2017-11-22 17:21:46,R_2uWIek4aFo9US5F,anonymous,EN,1,1,56,29,2,4,,3,,,10,3,2,2,8,9,1,3,196562419,1,0,0,0,5,5,3
2017-11-22 17:20:31,2017-11-22 17:21:49,0,100,77,1,2017-11-22 17:21:49,R_216WJC2ptqaYCAH,anonymous,EN,1,1,48,36,2,1,,,,3,5,5,5,5,5,5,3,3,196563141,0,1,0,0,5,5,3
2017-11-22 17:18:46,2017-11-22 17:21:50,0,100,183,1,2017-11-22 17:21:50,R_3QYqdPB4R8kNQte,anonymous,EN,1,0,27,11,5,4,,,0,,0,0,0,8,8,10,5,3,196562533,0,0,0,1,8,2,0
2017-11-22 17:19:44,2017-11-22 17:21:49,0,100,125,1,2017-11-22 17:21:50,R_9sNEMasdqerMOFH,anonymous,EN,1,1,25,45,5,3,,4,,,10,5,5,3,3,9,3,3,196562827,1,0,0,0,4,6,4
2017-11-22 17:20:34,2017-11-22 17:21:51,0,100,77,1,2017-11-22 17:21:52,R_3QQUEWl5EglC3MZ,anonymous,EN,1,0,25,48,5,2,,5,,,5,5,5,5,6,4,1,1,196563153,1,0,0,0,3,7,5
2017-11-22 17:18:51,2017-11-22 17:21:51,0,100,180,1,2017-11-22 17:21:52,R_2DLEglhwgQhnM9u,anonymous,EN,1,0,50,33,6,1,,,1,,10,0,0,0,10,10,5,3,196562563,0,0,0,1,7,3,1
2017-11-22 17:18:52,2017-11-22 17:21:53,0,100,181,1,2017-11-22 17:21:54,R_2fjHoKTwJxp6FRQ,anonymous,EN,1,1,27,33,2,4,,,,3,10,10,10,0,10,10,2,3,196562569,0,1,0,0,5,5,3
2017-11-22 17:20:01,2017-11-22 17:21:54,0,100,113,1,2017-11-22 17:21:55,R_TaVf9PbWd1JimDD,anonymous,EN,1,0,32,3,5,2,,,,1,7,1,1,1,9,8,2,3,196562931,0,1,0,0,7,3,1
2017-11-22 17:21:31,2017-11-22 17:21:55,0,100,23,1,2017-11-22 17:21:56,R_296yxPYHNf7RUCn,anonymous,EN,2,,,,,,,,,,,,,,,,,,196563527,,,,,,,
2017-11-22 17:19:06,2017-11-22 17:21:54,0,100,168,1,2017-11-22 17:21:55,R_8tPJsrFvF29SPK1,anonymous,EN,1,0,38,45,6,5,3,,,,2,8,8,9,5,2,3,3,196562625,0,0,1,0,5,5,3
2017-11-22 17:18:22,2017-11-22 17:21:56,0,100,214,1,2017-11-22 17:21:57,R_sdNlrRy8VkKCa77,anonymous,EN,1,0,38,45,5,3,3,,,,7,0,3,2,6,9,3,2,196562391,0,0,1,0,5,5,3
2017-11-22 17:19:38,2017-11-22 17:21:58,0,100,140,1,2017-11-22 17:21:59,R_2ROnmzVk3BLbhcg,anonymous,EN,1,1,19,45,1,1,,,,0,10,10,10,8,8,7,4,3,196562799,0,1,0,0,8,2,0
2017-11-22 17:19:07,2017-11-22 17:22:02,0,100,174,1,2017-11-22 17:22:03,R_3kBaLNwsSkBgmiT,anonymous,EN,1,1,21,45,3,1,,,,0,1,10,10,1,3,4,1,5,196562633,0,1,0,0,8,2,0
2017-11-22 17:19:34,2017-11-22 17:22:08,0,100,153,1,2017-11-22 17:22:08,R_88F8ucMpmwhXTy1,anonymous,EN,1,1,42,45,3,3,,,,3,3,2,2,6,3,9,4,3,196562775,0,1,0,0,5,5,3
2017-11-22 17:18:58,2017-11-22 17:22:08,0,100,190,1,2017-11-22 17:22:09,R_31gWej83VJuOPzl,anonymous,EN,1,1,38,36,3,2,1,,,,7,4,8,9,3,8,2,3,196562593,0,0,1,0,7,3,1
2017-11-22 17:19:27,2017-11-22 17:22:09,0,100,161,1,2017-11-22 17:22:09,R_3gXFqw4LlIK5izG,anonymous,EN,1,0,26,10,2,3,3,,,,10,7,7,5,5,5,3,4,196562737,0,0,1,0,5,5,3
2017-11-22 17:19:31,2017-11-22 17:22:10,0,100,158,1,2017-11-22 17:22:11,R_2SleF85JBBwFgMr,anonymous,EN,1,1,29,35,5,3,,,3,,5,0,0,5,4,2,2,2,196562753,0,0,0,1,5,5,3
2017-11-22 17:19:34,2017-11-22 17:22:09,0,100,155,1,2017-11-22 17:22:10,R_r2sA5vwrzFSvIJP,anonymous,EN,1,0,24,42,2,2,,6,,,10,0,0,0,0,4,2,3,196562781,1,0,0,0,2,8,6
2017-11-22 17:08:45,2017-11-22 17:22:09,0,100,803,1,2017-11-22 17:22:10,R_9sfgadoaBQstTEJ,anonymous,EN,1,1,35,33,5,4,,3,,,8,0,4,0,10,10,4,4,196560203,1,0,0,0,5,5,3
2017-11-22 17:19:33,2017-11-22 17:22:12,0,100,159,1,2017-11-22 17:22:13,R_00So2je20KahbnX,anonymous,EN,1,0,38,45,1,1,0,,,,3,3,3,1,1,1,1,3,196562771,0,0,1,0,8,2,0
2017-11-22 17:19:34,2017-11-22 17:22:15,0,100,161,1,2017-11-22 17:22:17,R_3MyEGY1O4iXTQCw,anonymous,EN,1,1,26,36,2,2,,3,,,10,10,0,0,0,10,1,3,196562777,1,0,0,0,5,5,3
2017-11-22 17:20:54,2017-11-22 17:22:16,0,100,82,1,2017-11-22 17:22:17,R_1DRU7uFYklB6OQB,anonymous,EN,1,0,42,21,5,3,,,0,,7,5,8,6,4,6,4,3,196563297,0,0,0,1,8,2,0
2017-11-22 17:19:49,2017-11-22 17:22:22,0,100,152,1,2017-11-22 17:22:22,R_DdRmppuXk3mOTPH,anonymous,EN,1,1,29,10,3,3,0,,,,7,7,7,7,7,7,4,3,196562871,0,0,1,0,8,2,0
